transaction_id,customer_id,transaction_amount,transaction_type,transaction_time,transaction_location,device_type,previous_transactions_count,is_fraud
T012585,C2322,30.59,payment,2025-01-17 08:02:22,Washington,mobile,14,0
T012586,C3734,23.39,deposit,2025-01-21 12:43:32,Washington,POS,46,0
T012587,C3461,144.84,payment,2025-01-29 06:16:01,Texas,desktop,8,0
T012588,C3889,295.49,payment,2025-01-08 00:39:32,Texas,POS,46,0
T012589,C6734,126.17,transfer,2025-01-02 13:17:47,Georgia,mobile,24,0
T012590,C1098,213.26,transfer,2025-01-17 06:50:07,Illinois,ATM,7,0
T012591,C8072,101.8,deposit,2025-01-13 06:31:51,Illinois,mobile,13,0
T012592,C8046,49.05,payment,2025-01-12 14:08:17,California,desktop,38,0
T012593,C9924,55.47,payment,2025-01-27 09:02:17,Illinois,desktop,31,0
T012594,C1274,7.83,payment,2025-01-11 10:47:51,Texas,mobile,30,0
T012595,C8744,3.2,withdrawal,2025-01-21 12:43:41,New York,ATM,22,0
T012596,C5859,118.9,withdrawal,2025-01-28 18:51:28,Washington,desktop,43,0
T012597,C5380,57.7,deposit,2025-01-02 04:47:07,New York,mobile,0,0
T012598,C8678,80.34,withdrawal,2025-01-08 12:43:13,Texas,ATM,46,0
T012599,C4385,81.57,deposit,2025-01-15 04:47:38,California,POS,30,0
T012600,C8251,32.49,payment,2025-01-13 23:56:58,New York,desktop,6,0
T012601,C7182,64.61,withdrawal,2025-01-24 21:19:31,Washington,POS,14,0
T012602,C3775,63.63,transfer,2025-01-08 07:39:31,Washington,desktop,41,0
T012603,C8928,49.17,withdrawal,2025-01-19 02:35:35,New York,POS,5,0
T012604,C4087,171.86,payment,2025-01-01 12:18:00,California,mobile,15,0
T012605,C7198,60.0,transfer,2025-01-01 04:36:19,New York,ATM,13,0
T012606,C2682,92.54,deposit,2025-01-21 04:53:05,Florida,mobile,43,0
T012607,C7888,225.88,payment,2025-01-17 09:41:42,Georgia,mobile,16,0
T012608,C3080,201.17,transfer,2025-01-26 18:25:06,Texas,mobile,9,0
T012609,C4684,221.11,withdrawal,2025-01-19 21:59:18,New York,desktop,28,0
T012610,C1778,31.47,deposit,2025-01-07 10:20:45,New York,POS,41,0
T012611,C4243,3.56,withdrawal,2025-01-13 14:51:13,California,desktop,7,0
T012612,C8096,30.25,transfer,2025-01-08 05:26:45,New York,desktop,10,0
T012613,C1740,32.67,transfer,2025-01-02 19:44:56,California,ATM,17,0
T012614,C5341,240.09,payment,2025-01-24 16:45:38,Texas,mobile,44,0
T012615,C8062,104.77,deposit,2025-01-14 09:05:43,Florida,desktop,19,0
T012616,C5858,8.52,deposit,2025-01-10 11:44:25,Illinois,POS,15,0
T012617,C4559,14.55,transfer,2025-01-11 10:50:08,Texas,desktop,26,0
T012618,C9566,16.92,payment,2025-01-22 20:00:12,New York,ATM,22,0
T012619,C8890,99.54,transfer,2025-01-08 20:18:57,Georgia,ATM,13,0
T012620,C7116,132.96,transfer,2025-01-02 17:36:21,Florida,POS,11,0
T012621,C4511,196.36,deposit,2025-01-17 21:49:07,Illinois,ATM,44,0
T012622,C8529,282.41,withdrawal,2025-01-25 15:04:42,Illinois,mobile,26,0
T012623,C5225,22.53,withdrawal,2025-01-21 09:22:54,Washington,mobile,12,0
T012624,C1483,37.07,deposit,2025-01-21 07:07:33,Washington,ATM,15,0
T012625,C6171,27.49,payment,2025-01-15 11:31:06,New York,desktop,32,0
T012626,C6514,44.44,deposit,2025-01-30 07:40:17,Washington,ATM,23,0
T012627,C7376,246.12,payment,2025-01-06 01:14:50,Illinois,POS,11,0
T012628,C5027,85.59,deposit,2025-01-29 17:09:25,Illinois,mobile,8,0
T012629,C1749,134.01,payment,2025-01-13 18:21:28,Texas,mobile,12,0
T012630,C6754,67.36,transfer,2025-01-17 02:42:46,Washington,desktop,44,0
T012631,C1417,2.93,transfer,2025-01-16 15:02:53,Washington,POS,7,0
T012632,C2449,6.63,payment,2025-01-15 17:59:49,Texas,mobile,49,0
T012633,C5260,77.2,deposit,2025-01-23 03:13:01,Illinois,mobile,17,0
T012634,C4547,126.87,transfer,2025-01-27 10:34:12,California,POS,26,0
T012635,C5423,24.25,deposit,2025-01-14 01:09:54,New York,desktop,40,0
T012636,C2076,127.98,withdrawal,2025-01-09 04:38:32,California,ATM,32,0
T012637,C3782,166.42,transfer,2025-01-10 23:01:11,California,desktop,6,0
T012638,C2422,53.09,deposit,2025-01-03 03:42:53,Illinois,mobile,12,0
T012639,C4079,137.21,deposit,2025-01-27 16:08:12,New York,mobile,14,0
T012640,C4723,51.76,withdrawal,2025-01-29 06:31:44,California,desktop,33,0
T012641,C9771,113.43,deposit,2025-01-29 18:03:56,Georgia,desktop,39,0
T012642,C3689,144.39,payment,2025-01-05 22:31:50,Georgia,mobile,19,0
T012643,C8084,481.92,transfer,2025-01-24 11:16:49,Georgia,POS,36,0
T012644,C9407,42.37,payment,2025-01-02 00:12:39,Texas,POS,40,0
T012645,C1716,52.94,withdrawal,2025-01-11 21:20:03,Texas,ATM,16,0
T012646,C6962,18.11,payment,2025-01-25 02:23:36,New York,mobile,28,0
T012647,C4489,22.82,deposit,2025-01-22 13:33:55,California,mobile,20,0
T012648,C2677,118.22,withdrawal,2025-01-26 06:31:16,Georgia,ATM,13,0
T012649,C6660,248.95,withdrawal,2025-01-20 12:19:32,Florida,mobile,28,0
T012650,C5218,50.19,payment,2025-01-12 03:46:20,Washington,mobile,40,0
T012651,C1913,19.83,withdrawal,2025-01-17 00:36:11,Florida,desktop,46,0
T012652,C2279,33.56,payment,2025-01-14 06:38:36,New York,POS,21,0
T012653,C5357,60.71,payment,2025-01-10 19:53:53,Washington,POS,32,0
T012654,C5444,34.34,payment,2025-01-02 22:28:32,New York,POS,12,0
T012655,C8362,26.6,withdrawal,2025-01-24 15:40:01,Florida,ATM,41,0
T012656,C9572,133.17,withdrawal,2025-01-01 23:49:40,California,desktop,30,0
T012657,C9957,0.79,transfer,2025-01-01 12:12:15,California,mobile,11,0
T012658,C9849,77.49,payment,2025-01-10 15:51:53,Illinois,POS,31,0
T012659,C3843,157.87,payment,2025-01-11 19:25:36,Washington,POS,45,0
T012660,C9765,30.96,payment,2025-01-04 15:07:06,New York,desktop,5,0
T012661,C9937,92.46,payment,2025-01-28 12:10:23,California,mobile,10,0
T012662,C6868,110.53,payment,2025-01-05 00:18:04,Florida,ATM,22,0
T012663,C9268,106.43,payment,2025-01-07 17:57:55,Washington,mobile,6,0
T012664,C6438,59.03,payment,2025-01-14 06:29:44,Florida,ATM,19,0
T012665,C5115,42.55,transfer,2025-01-01 17:04:42,Texas,ATM,3,0
T012666,C8627,180.74,transfer,2025-01-11 19:39:28,California,mobile,20,0
T012667,C6205,142.07,deposit,2025-01-25 09:35:48,Georgia,ATM,43,0
T012668,C1102,38.75,payment,2025-01-14 11:02:06,Georgia,POS,29,0
T012669,C6882,10.87,payment,2025-01-09 17:24:25,Illinois,desktop,24,0
T012670,C8382,7.45,transfer,2025-01-02 05:05:35,Illinois,POS,30,0
T012671,C2123,9.9,transfer,2025-01-27 17:40:14,Washington,ATM,1,0
T012672,C6833,87.44,payment,2025-01-15 23:25:36,New York,ATM,19,0
T012673,C3070,5.3,payment,2025-01-29 08:17:27,Texas,desktop,45,1
T012674,C3291,41.09,transfer,2025-01-20 11:37:36,Washington,desktop,40,0
T012675,C8820,139.92,transfer,2025-01-15 23:19:43,Florida,POS,13,0
T012676,C9916,34.86,deposit,2025-01-29 01:32:53,Florida,desktop,37,0
T012677,C7677,144.1,deposit,2025-01-23 09:22:25,New York,desktop,22,0
T012678,C6901,136.83,payment,2025-01-03 22:47:33,Illinois,ATM,4,0
T012679,C9936,28.21,transfer,2025-01-30 17:27:14,Illinois,desktop,18,0
T012680,C5059,130.5,deposit,2025-01-29 08:00:58,Florida,ATM,49,0
T012681,C6743,137.74,payment,2025-01-29 16:46:47,Georgia,mobile,6,0
T012682,C6072,50.66,deposit,2025-01-01 12:27:09,New York,mobile,20,0
T012683,C5727,23.63,deposit,2025-01-23 05:41:49,Washington,mobile,32,0
T012684,C6787,73.66,deposit,2025-01-16 21:13:33,California,ATM,19,0
T012685,C2324,254.34,withdrawal,2025-01-06 05:36:59,Washington,mobile,8,0
T012686,C6825,102.06,payment,2025-01-21 09:49:49,Texas,POS,30,0
T012687,C4696,18.99,deposit,2025-01-14 15:30:05,Illinois,ATM,7,0
T012688,C7965,114.81,payment,2025-01-01 07:43:12,Washington,POS,10,0
T012689,C9843,55.72,payment,2025-01-09 04:58:18,Illinois,ATM,6,0
T012690,C4258,89.53,transfer,2025-01-10 03:13:42,Illinois,POS,20,0
T012691,C2558,132.45,payment,2025-01-19 15:49:05,California,mobile,48,0
T012692,C5179,72.35,deposit,2025-01-19 05:21:49,Georgia,POS,27,0
T012693,C5627,168.19,payment,2025-01-09 10:02:41,California,mobile,14,0
T012694,C5567,128.07,transfer,2025-01-07 20:32:51,Washington,ATM,7,0
T012695,C6384,95.47,withdrawal,2025-01-20 10:06:27,Texas,mobile,11,0
T012696,C2146,16.35,withdrawal,2025-01-01 22:28:16,Illinois,desktop,4,0
T012697,C9450,180.76,transfer,2025-01-15 21:59:15,Florida,desktop,7,0
T012698,C3975,274.74,deposit,2025-01-14 23:38:21,Illinois,mobile,36,0
T012699,C3666,14.73,deposit,2025-01-06 00:21:14,Texas,desktop,13,0
T012700,C3859,66.99,deposit,2025-01-02 08:28:59,Washington,desktop,3,0
T012701,C1406,29.96,payment,2025-01-18 06:48:10,Texas,desktop,26,0
T012702,C9825,140.46,withdrawal,2025-01-16 20:47:44,Florida,desktop,14,0
T012703,C3262,127.88,deposit,2025-01-27 05:56:16,California,POS,19,0
T012704,C2100,15.19,withdrawal,2025-01-26 15:13:03,Florida,desktop,21,0
T012705,C7742,209.58,transfer,2025-01-23 18:07:11,Texas,ATM,41,0
T012706,C3061,19.96,withdrawal,2025-01-04 04:20:41,Florida,mobile,48,0
T012707,C8434,159.58,deposit,2025-01-08 23:52:28,Illinois,ATM,35,0
T012708,C8359,61.06,withdrawal,2025-01-24 09:26:46,Texas,desktop,29,0
T012709,C3979,39.79,transfer,2025-01-30 15:19:55,Georgia,ATM,32,0
T012710,C3662,17.23,withdrawal,2025-01-13 18:30:14,Washington,desktop,27,0
T012711,C6424,18.35,payment,2025-01-01 00:42:55,California,POS,37,0
T012712,C5272,108.44,transfer,2025-01-16 04:50:37,California,POS,39,0
T012713,C9246,79.95,payment,2025-01-11 15:43:04,Florida,POS,3,0
T012714,C1347,13.02,payment,2025-01-05 04:31:15,Florida,desktop,13,0
T012715,C7316,11.96,deposit,2025-01-29 05:26:21,Georgia,mobile,1,0
T012716,C9771,7.51,deposit,2025-01-14 05:19:30,Georgia,POS,36,0
T012717,C3192,136.17,transfer,2025-01-05 06:30:09,Florida,desktop,46,0
T012718,C2802,124.44,deposit,2025-01-30 10:18:35,Washington,desktop,18,0
T012719,C8314,6.02,withdrawal,2025-01-02 12:18:40,Illinois,ATM,13,0
T012720,C1959,82.16,transfer,2025-01-06 21:50:26,California,desktop,6,0
T012721,C6342,8.85,deposit,2025-01-04 22:36:52,Texas,ATM,8,0
T012722,C4332,234.08,deposit,2025-01-07 09:38:35,Texas,POS,32,0
T012723,C5831,237.64,withdrawal,2025-01-23 01:56:58,California,ATM,23,0
T012724,C9930,119.81,payment,2025-01-17 16:11:38,Washington,desktop,41,0
T012725,C8384,260.62,withdrawal,2025-01-18 19:57:14,Georgia,ATM,42,0
T012726,C5768,166.84,payment,2025-01-18 16:57:03,Georgia,POS,20,0
T012727,C7384,176.34,deposit,2025-01-30 04:26:56,Florida,desktop,43,0
T012728,C4533,84.33,payment,2025-01-23 06:17:22,New York,mobile,0,0
T012729,C9561,36.54,payment,2025-01-25 16:31:29,Florida,mobile,20,0
T012730,C5298,24.56,deposit,2025-01-09 15:02:58,Washington,desktop,39,0
T012731,C2192,39.63,transfer,2025-01-03 16:25:13,California,POS,23,0
T012732,C6588,99.02,withdrawal,2025-01-14 08:16:58,Illinois,desktop,37,0
T012733,C2230,18.95,deposit,2025-01-07 02:30:51,Florida,mobile,43,0
T012734,C8115,29.93,withdrawal,2025-01-04 01:31:47,Georgia,desktop,40,0
T012735,C1348,63.12,withdrawal,2025-01-25 11:26:23,Texas,ATM,3,0
T012736,C7356,26.53,payment,2025-01-07 05:09:31,Illinois,ATM,5,0
T012737,C7430,88.83,deposit,2025-01-10 07:26:05,California,POS,2,0
T012738,C2918,256.62,transfer,2025-01-22 00:36:32,Georgia,POS,33,0
T012739,C6351,137.87,withdrawal,2025-01-04 12:44:54,New York,POS,24,0
T012740,C2598,109.79,withdrawal,2025-01-16 16:35:21,Florida,POS,26,0
T012741,C7596,87.4,transfer,2025-01-20 05:44:10,Illinois,ATM,17,0
T012742,C1073,66.93,withdrawal,2025-01-21 09:28:11,Illinois,mobile,4,0
T012743,C3403,20.65,deposit,2025-01-17 00:27:21,Texas,POS,23,0
T012744,C8282,225.1,transfer,2025-01-19 23:28:49,Georgia,POS,31,0
T012745,C9218,28.57,deposit,2025-01-26 10:45:18,Florida,mobile,20,0
T012746,C2998,9.58,transfer,2025-01-15 06:40:01,New York,POS,43,0
T012747,C5111,138.64,withdrawal,2025-01-12 17:10:28,Illinois,mobile,33,0
T012748,C1205,19.31,transfer,2025-01-24 18:53:46,Texas,POS,28,0
T012749,C4240,46.5,deposit,2025-01-06 00:22:24,Georgia,POS,4,0
T012750,C4572,2.87,transfer,2025-01-07 05:15:41,Florida,POS,49,0
T012751,C9184,14.74,withdrawal,2025-01-06 13:15:30,Florida,ATM,27,0
T012752,C6009,19.02,payment,2025-01-21 12:07:55,Georgia,ATM,5,0
T012753,C2367,5.59,withdrawal,2025-01-03 15:33:30,Georgia,ATM,10,0
T012754,C5852,106.9,withdrawal,2025-01-26 09:23:06,Georgia,POS,38,0
T012755,C2321,181.41,payment,2025-01-22 10:36:40,New York,ATM,47,0
T012756,C8548,46.73,transfer,2025-01-16 06:46:15,Texas,ATM,7,0
T012757,C9357,207.61,withdrawal,2025-01-28 17:59:29,Georgia,ATM,34,0
T012758,C3150,24.0,payment,2025-01-01 19:55:36,New York,desktop,10,0
T012759,C1550,39.36,deposit,2025-01-06 14:57:15,Illinois,ATM,19,0
T012760,C2040,16.34,payment,2025-01-17 07:25:13,Washington,desktop,42,0
T012761,C3797,96.91,withdrawal,2025-01-27 11:15:50,Georgia,ATM,21,0
T012762,C1202,54.45,deposit,2025-01-20 15:01:49,California,POS,40,0
T012763,C7697,95.01,withdrawal,2025-01-27 20:05:49,California,POS,11,0
T012764,C1136,143.41,payment,2025-01-02 10:05:04,New York,POS,47,0
T012765,C4790,78.9,deposit,2025-01-27 13:01:04,New York,desktop,4,0
T012766,C5413,98.79,withdrawal,2025-01-21 00:13:09,Washington,POS,33,0
T012767,C5196,273.72,payment,2025-01-27 09:43:14,Washington,mobile,41,0
T012768,C4489,35.53,deposit,2025-01-13 15:02:42,Washington,ATM,33,0
T012769,C3528,44.5,withdrawal,2025-01-01 03:31:03,Washington,desktop,29,0
T012770,C4458,126.48,payment,2025-01-04 15:44:25,Georgia,desktop,22,0
T012771,C9560,94.5,withdrawal,2025-01-26 19:48:25,California,desktop,35,0
T012772,C6070,19.67,withdrawal,2025-01-30 01:08:47,Illinois,POS,24,0
T012773,C6779,47.18,withdrawal,2025-01-08 15:08:30,Washington,mobile,47,0
T012774,C7992,63.08,transfer,2025-01-15 00:43:48,Washington,desktop,5,0
T012775,C4473,54.37,withdrawal,2025-01-21 09:13:08,New York,ATM,41,0
T012776,C5281,19.63,deposit,2025-01-17 08:16:27,Washington,ATM,28,0
T012777,C5230,258.27,payment,2025-01-23 00:11:34,Illinois,mobile,20,0
T012778,C8365,143.68,payment,2025-01-13 23:04:49,Georgia,ATM,6,0
T012779,C1020,65.65,transfer,2025-01-22 14:57:58,Georgia,mobile,36,0
T012780,C3491,113.96,transfer,2025-01-05 04:48:13,Illinois,ATM,44,0
T012781,C6470,227.58,transfer,2025-01-15 22:52:34,Georgia,mobile,40,0
T012782,C6191,14.64,withdrawal,2025-01-24 16:05:23,Texas,POS,8,0
T012783,C2426,28.82,withdrawal,2025-01-07 20:39:09,Georgia,ATM,46,0
T012784,C3580,78.24,deposit,2025-01-29 15:35:24,Illinois,ATM,35,0
T012785,C7016,160.45,payment,2025-01-12 18:39:05,Washington,ATM,0,0
T012786,C8224,3.69,payment,2025-01-20 14:35:35,Georgia,POS,30,0
T012787,C1088,413.63,withdrawal,2025-01-02 03:05:00,Florida,POS,19,0
T012788,C6148,60.68,payment,2025-01-24 18:39:22,Washington,desktop,27,0
T012789,C6565,44.51,withdrawal,2025-01-17 21:02:51,California,desktop,45,0
T012790,C4403,34.63,transfer,2025-01-12 16:29:38,Georgia,mobile,18,0
T012791,C3716,19.16,withdrawal,2025-01-29 12:29:46,Georgia,desktop,0,0
T012792,C7796,156.82,deposit,2025-01-11 05:27:41,California,ATM,28,0
T012793,C8402,311.03,withdrawal,2025-01-03 13:15:44,Georgia,POS,9,0
T012794,C2127,53.38,withdrawal,2025-01-07 12:32:31,New York,POS,35,0
T012795,C2404,304.54,payment,2025-01-10 04:10:02,New York,POS,22,0
T012796,C8225,173.61,withdrawal,2025-01-11 10:58:07,Texas,POS,17,0
T012797,C5537,65.59,deposit,2025-01-14 22:32:26,Washington,mobile,28,0
T012798,C1100,112.09,withdrawal,2025-01-01 20:03:33,Texas,desktop,27,0
T012799,C9521,57.09,withdrawal,2025-01-24 19:24:00,Florida,POS,43,0
T012800,C3512,81.81,transfer,2025-01-02 14:42:28,New York,mobile,6,0
T012801,C4652,5.98,withdrawal,2025-01-14 18:54:44,California,ATM,30,0
T012802,C8401,119.16,withdrawal,2025-01-13 20:39:15,Florida,desktop,37,0
T012803,C6148,5.43,withdrawal,2025-01-11 13:37:16,Georgia,mobile,40,0
T012804,C9079,169.87,deposit,2025-01-14 13:31:31,New York,POS,1,0
T012805,C9167,174.27,payment,2025-01-30 03:43:51,Florida,POS,14,0
T012806,C3561,27.06,transfer,2025-01-07 11:13:41,Washington,POS,21,0
T012807,C6570,39.11,transfer,2025-01-14 18:40:20,Illinois,ATM,44,0
T012808,C9114,65.64,withdrawal,2025-01-16 22:26:56,Georgia,desktop,10,0
T012809,C4582,90.8,withdrawal,2025-01-17 01:29:58,Georgia,POS,18,0
T012810,C5260,33.88,payment,2025-01-10 06:36:12,Illinois,desktop,5,0
T012811,C1371,89.77,withdrawal,2025-01-02 09:44:06,Florida,ATM,8,0
T012812,C5609,35.35,deposit,2025-01-20 13:18:37,New York,mobile,43,0
T012813,C3791,5.71,payment,2025-01-20 06:05:20,Illinois,desktop,28,0
T012814,C4267,0.25,withdrawal,2025-01-21 14:30:00,Illinois,mobile,42,0
T012815,C6528,10.66,payment,2025-01-15 08:18:11,Florida,desktop,2,0
T012816,C9026,157.14,transfer,2025-01-25 18:13:08,Illinois,POS,49,0
T012817,C7004,325.53,withdrawal,2025-01-30 03:23:39,Washington,POS,44,0
T012818,C8926,55.68,payment,2025-01-04 06:37:51,Georgia,mobile,12,0
T012819,C6886,71.88,payment,2025-01-05 19:45:37,California,desktop,46,0
T012820,C8500,15.88,withdrawal,2025-01-11 00:38:44,Illinois,ATM,46,0
T012821,C6819,80.08,payment,2025-01-26 15:09:30,Washington,desktop,14,0
T012822,C4106,15.63,withdrawal,2025-01-28 14:56:38,Georgia,mobile,4,0
T012823,C3342,94.47,withdrawal,2025-01-21 17:09:36,Florida,desktop,4,0
T012824,C4737,270.69,deposit,2025-01-21 21:53:25,Illinois,desktop,1,0
T012825,C9572,21.78,deposit,2025-01-01 11:31:42,Illinois,mobile,49,0
T012826,C2044,144.63,payment,2025-01-27 17:29:17,Texas,mobile,37,0
T012827,C9091,2.38,payment,2025-01-29 22:50:27,Florida,mobile,49,0
T012828,C6333,47.08,payment,2025-01-04 09:34:49,Florida,desktop,29,0
T012829,C9397,11.74,transfer,2025-01-20 05:51:39,Washington,mobile,27,0
T012830,C8443,43.46,withdrawal,2025-01-20 18:48:30,Texas,mobile,38,0
T012831,C4083,19.06,withdrawal,2025-01-24 19:07:44,Texas,ATM,31,0
T012832,C6916,46.73,transfer,2025-01-11 13:27:40,Washington,ATM,19,0
T012833,C8928,54.05,transfer,2025-01-29 18:25:09,California,ATM,19,0
T012834,C6346,35.75,payment,2025-01-30 12:36:36,Illinois,mobile,28,0
T012835,C6255,106.89,withdrawal,2025-01-23 20:44:01,New York,mobile,34,0
T012836,C5794,251.15,deposit,2025-01-08 11:06:41,New York,ATM,31,0
T012837,C9807,51.18,deposit,2025-01-10 22:44:32,Texas,POS,16,0
T012838,C7130,21.36,transfer,2025-01-18 11:23:38,Florida,POS,7,0
T012839,C3126,31.57,transfer,2025-01-01 02:17:47,Florida,ATM,20,0
T012840,C1347,192.42,withdrawal,2025-01-22 19:13:17,Washington,ATM,22,0
T012841,C6553,84.78,withdrawal,2025-01-10 22:28:25,California,POS,26,0
T012842,C5213,60.7,deposit,2025-01-26 08:29:46,New York,ATM,5,0
T012843,C3610,16.21,withdrawal,2025-01-26 15:22:47,Georgia,mobile,7,0
T012844,C6569,59.73,payment,2025-01-07 08:54:39,Georgia,ATM,34,0
T012845,C6159,32.64,transfer,2025-01-14 14:50:43,Washington,desktop,4,0
T012846,C6245,286.76,deposit,2025-01-09 23:18:35,Washington,POS,32,0
T012847,C8116,215.48,deposit,2025-01-19 10:19:11,Florida,mobile,0,0
T012848,C3797,8.76,payment,2025-01-28 20:48:02,California,POS,23,1
T012849,C3643,72.7,withdrawal,2025-01-14 21:21:11,California,ATM,31,0
T012850,C5852,25.5,withdrawal,2025-01-24 08:35:00,Texas,POS,32,0
T012851,C9030,52.9,transfer,2025-01-23 21:48:48,New York,ATM,37,0
T012852,C1467,209.43,payment,2025-01-21 07:28:48,California,mobile,1,0
T012853,C8627,74.97,deposit,2025-01-16 07:20:59,California,mobile,43,0
T012854,C6110,40.68,payment,2025-01-08 10:55:43,California,POS,16,0
T012855,C2695,23.31,deposit,2025-01-30 19:03:29,Georgia,mobile,9,0
T012856,C9454,161.11,payment,2025-01-30 21:20:12,New York,POS,36,0
T012857,C1977,97.95,withdrawal,2025-01-19 15:26:20,Texas,POS,36,0
T012858,C6043,63.12,deposit,2025-01-12 13:32:48,Illinois,POS,1,0
T012859,C8455,24.52,transfer,2025-01-07 21:51:57,Florida,POS,11,0
T012860,C4733,40.68,payment,2025-01-11 17:06:56,Georgia,desktop,36,0
T012861,C1386,321.5,withdrawal,2025-01-02 08:38:13,Washington,desktop,29,0
T012862,C6713,73.42,deposit,2025-01-04 21:08:39,Washington,ATM,14,0
T012863,C2806,51.2,withdrawal,2025-01-24 01:24:41,New York,mobile,22,0
T012864,C4135,73.69,payment,2025-01-24 21:16:04,Georgia,desktop,17,0
T012865,C3081,150.95,transfer,2025-01-27 02:32:06,New York,desktop,30,0
T012866,C6843,41.57,transfer,2025-01-20 19:44:47,Georgia,mobile,37,0
T012867,C2798,19.69,payment,2025-01-16 05:16:10,Washington,POS,28,0
T012868,C7803,87.93,deposit,2025-01-30 12:13:36,New York,desktop,13,0
T012869,C8224,109.42,withdrawal,2025-01-28 20:20:22,Illinois,desktop,42,0
T012870,C5634,124.73,withdrawal,2025-01-17 14:26:01,Florida,desktop,39,0
T012871,C9553,213.7,deposit,2025-01-17 03:23:55,Florida,desktop,22,0
T012872,C1222,46.39,payment,2025-01-14 11:38:41,California,POS,24,0
T012873,C7248,7.83,withdrawal,2025-01-21 14:55:14,Washington,mobile,40,0
T012874,C4394,317.84,withdrawal,2025-01-09 12:33:13,Washington,desktop,37,0
T012875,C3994,57.1,payment,2025-01-17 10:25:29,Washington,desktop,27,0
T012876,C4530,97.62,withdrawal,2025-01-25 03:09:30,California,desktop,34,0
T012877,C7143,109.75,deposit,2025-01-09 23:11:24,Washington,desktop,29,0
T012878,C9432,79.08,deposit,2025-01-07 05:09:10,Texas,mobile,26,0
T012879,C4912,22.97,payment,2025-01-24 21:01:18,Georgia,POS,7,0
T012880,C9028,140.71,payment,2025-01-16 20:47:22,New York,ATM,47,0
T012881,C9288,162.84,deposit,2025-01-29 23:41:17,Texas,mobile,18,0
T012882,C3469,80.51,payment,2025-01-13 05:04:53,New York,desktop,0,0
T012883,C6614,67.05,deposit,2025-01-15 09:49:07,Georgia,ATM,44,0
T012884,C5805,12.1,deposit,2025-01-22 18:45:12,Florida,desktop,43,0
T012885,C2149,8.77,deposit,2025-01-13 04:41:40,Georgia,mobile,19,0
T012886,C6558,41.49,withdrawal,2025-01-15 14:35:23,Washington,POS,29,0
T012887,C6019,37.23,payment,2025-01-01 20:14:44,Georgia,ATM,28,0
T012888,C1196,307.17,withdrawal,2025-01-05 05:27:07,Texas,ATM,7,0
T012889,C5923,153.07,payment,2025-01-18 11:51:04,Florida,POS,13,0
T012890,C3135,107.86,transfer,2025-01-01 09:19:39,Georgia,POS,37,0
T012891,C5771,72.91,withdrawal,2025-01-07 03:53:01,California,ATM,2,0
T012892,C9802,18.32,withdrawal,2025-01-05 04:48:20,Washington,ATM,2,0
T012893,C8783,383.77,withdrawal,2025-01-21 15:49:24,Georgia,ATM,13,0
T012894,C8724,47.01,transfer,2025-01-09 04:31:58,Florida,ATM,20,0
T012895,C9672,11.31,payment,2025-01-30 14:30:58,Illinois,POS,34,0
T012896,C2853,68.08,transfer,2025-01-23 09:34:06,Texas,mobile,43,0
T012897,C2089,207.15,payment,2025-01-26 09:41:49,Washington,mobile,43,0
T012898,C6751,218.29,payment,2025-01-17 15:21:23,Washington,POS,48,0
T012899,C8574,1.1,payment,2025-01-16 10:16:20,New York,mobile,42,0
T012900,C1759,217.42,payment,2025-01-28 04:35:38,Florida,mobile,40,0
T012901,C9589,31.67,payment,2025-01-08 22:26:26,Washington,desktop,26,0
T012902,C5265,3.98,transfer,2025-01-07 16:24:53,Washington,mobile,27,0
T012903,C5630,188.25,withdrawal,2025-01-12 00:57:17,Texas,ATM,27,0
T012904,C7422,199.41,transfer,2025-01-11 10:02:54,New York,mobile,4,0
T012905,C6692,90.69,withdrawal,2025-01-08 14:53:06,Washington,POS,42,0
T012906,C4208,85.43,withdrawal,2025-01-30 01:05:46,Washington,mobile,38,0
T012907,C2176,167.73,deposit,2025-01-12 19:49:57,Texas,POS,9,0
T012908,C1063,154.32,withdrawal,2025-01-16 23:29:10,Georgia,ATM,8,0
T012909,C1725,220.82,transfer,2025-01-27 14:55:36,Texas,desktop,19,0
T012910,C8034,80.46,deposit,2025-01-08 05:35:55,Georgia,desktop,28,0
T012911,C6943,343.11,payment,2025-01-30 23:46:34,Illinois,mobile,46,0
T012912,C2852,555.89,payment,2025-01-21 02:37:46,Florida,mobile,28,0
T012913,C8243,12.39,withdrawal,2025-01-14 06:18:39,Georgia,POS,27,0
T012914,C1042,189.41,payment,2025-01-04 03:29:47,Illinois,desktop,10,0
T012915,C2461,69.28,payment,2025-01-01 10:55:17,California,ATM,20,0
T012916,C1224,49.03,deposit,2025-01-23 05:19:28,Washington,POS,34,0
T012917,C6038,94.95,transfer,2025-01-05 00:08:53,Texas,mobile,22,0
T012918,C6304,5.76,payment,2025-01-18 06:47:20,Georgia,desktop,28,0
T012919,C8650,70.62,payment,2025-01-18 13:09:49,Florida,mobile,14,0
T012920,C7385,204.71,transfer,2025-01-10 11:23:08,Georgia,desktop,16,0
T012921,C3462,24.01,deposit,2025-01-12 18:10:17,California,POS,23,0
T012922,C3698,55.58,deposit,2025-01-08 07:20:09,Washington,ATM,34,0
T012923,C6310,280.48,payment,2025-01-22 08:45:12,California,ATM,19,0
T012924,C8427,55.96,withdrawal,2025-01-15 07:51:56,Illinois,ATM,35,0
