transaction_id,customer_id,transaction_amount,transaction_time,previous_transactions_count,is_fraud,parsed_time,transaction_year,transaction_month,transaction_day,transaction_hour,transaction_minute,day_of_week,is_weekend,is_night_transaction,amount_log,amount_zscore_global,customer_previous_transaction_count,customer_transaction_count,customer_average_amount,customer_max_amount,customer_min_amount,customer_amount_deviation,customer_transactions_last_1h,customer_transactions_last_6h,customer_transactions_last_24h,customer_location_change,customer_device_change,customer_unique_location_count,customer_unique_device_count,transaction_type=deposit,transaction_type=payment,transaction_type=transfer,transaction_type=withdrawal,transaction_location=California,transaction_location=Florida,transaction_location=Georgia,transaction_location=Illinois,transaction_location=New York,transaction_location=Texas,transaction_location=Washington,device_type=ATM,device_type=POS,device_type=desktop,device_type=mobile,amount_bucket=high,amount_bucket=low_medium,amount_bucket=micro,amount_bucket=very_high
T005238,C1921,3.92,2025-01-23 19:12:41,21,0,2025-01-23 19:12:41,2025,1,23,19,12,3,0,0,1.5933,-0.9607,1,2,20.31,20.31,20.31,-16.39,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
T004578,C1252,375.34,2025-01-23 19:15:50,27,0,2025-01-23 19:15:50,2025,1,23,19,15,3,0,0,5.9305,2.7609,0,1,375.34,375.34,375.34,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
T007036,C2369,30.78,2025-01-23 19:19:57,11,0,2025-01-23 19:19:57,2025,1,23,19,19,3,0,0,3.4588,-0.6916,1,2,44.7,44.7,44.7,-13.92,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
T017349,C6828,12.18,2025-01-23 19:20:14,37,0,2025-01-23 19:20:14,2025,1,23,19,20,3,0,0,2.5787,-0.878,2,3,101.64,200.73,2.55,-89.46,0,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
T000893,C5966,50.61,2025-01-23 19:30:24,42,0,2025-01-23 19:30:24,2025,1,23,19,30,3,0,0,3.9437,-0.4929,1,2,9.59,9.59,9.59,41.02,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
T007835,C8402,60.82,2025-01-23 19:30:27,22,0,2025-01-23 19:30:27,2025,1,23,19,30,3,0,0,4.1242,-0.3906,1,2,163.66,163.66,163.66,-102.84,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
T018987,C2622,15.11,2025-01-23 19:34:57,40,0,2025-01-23 19:34:57,2025,1,23,19,34,3,0,0,2.7794,-0.8486,1,2,41.32,41.32,41.32,-26.21,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
T016889,C9422,26.15,2025-01-23 19:35:25,11,0,2025-01-23 19:35:25,2025,1,23,19,35,3,0,0,3.3014,-0.738,0,1,26.15,26.15,26.15,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
T011331,C3066,15.12,2025-01-23 19:40:09,23,0,2025-01-23 19:40:09,2025,1,23,19,40,3,0,0,2.7801,-0.8485,1,2,404.38,404.38,404.38,-389.26,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
T011155,C2137,37.08,2025-01-23 19:41:03,14,0,2025-01-23 19:41:03,2025,1,23,19,41,3,0,0,3.6397,-0.6285,2,3,57.795,103.09,12.5,-20.715,0,0,0,1,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
T006760,C1236,32.91,2025-01-23 19:42:47,20,0,2025-01-23 19:42:47,2025,1,23,19,42,3,0,0,3.5237,-0.6702,1,2,129.35,129.35,129.35,-96.44,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
T008789,C9376,110.32,2025-01-23 19:45:32,41,0,2025-01-23 19:45:32,2025,1,23,19,45,3,0,0,4.7124,0.1054,0,1,110.32,110.32,110.32,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
T008832,C5738,127.45,2025-01-23 19:50:00,28,0,2025-01-23 19:50:00,2025,1,23,19,50,3,0,0,4.8555,0.277,0,1,127.45,127.45,127.45,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
T000083,C4402,6.57,2025-01-23 19:50:34,30,0,2025-01-23 19:50:34,2025,1,23,19,50,3,0,0,2.0242,-0.9342,1,2,39.01,39.01,39.01,-32.44,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
T004718,C6786,57.14,2025-01-23 19:53:02,35,0,2025-01-23 19:53:02,2025,1,23,19,53,3,0,0,4.0629,-0.4275,0,1,57.14,57.14,57.14,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
T001544,C2493,329.49,2025-01-23 19:54:22,18,0,2025-01-23 19:54:22,2025,1,23,19,54,3,0,0,5.8006,2.3014,0,1,329.49,329.49,329.49,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
T018219,C3878,120.98,2025-01-23 19:55:08,29,0,2025-01-23 19:55:08,2025,1,23,19,55,3,0,0,4.8039,0.2122,0,1,120.98,120.98,120.98,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
T000595,C5848,64.24,2025-01-23 19:56:10,11,0,2025-01-23 19:56:10,2025,1,23,19,56,3,0,0,4.1781,-0.3563,1,2,26.14,26.14,26.14,38.1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
T002206,C5664,32.86,2025-01-23 19:58:29,10,0,2025-01-23 19:58:29,2025,1,23,19,58,3,0,0,3.5222,-0.6707,0,1,32.86,32.86,32.86,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
T005514,C2150,11.23,2025-01-23 19:58:54,48,0,2025-01-23 19:58:54,2025,1,23,19,58,3,0,0,2.5039,-0.8875,0,1,11.23,11.23,11.23,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
T009845,C3308,52.22,2025-01-23 19:59:29,7,0,2025-01-23 19:59:29,2025,1,23,19,59,3,0,0,3.9744,-0.4768,1,2,146.5,146.5,146.5,-94.28,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
T004845,C1536,49.79,2025-01-23 19:59:43,6,0,2025-01-23 19:59:43,2025,1,23,19,59,3,0,0,3.9277,-0.5011,1,2,36.49,36.49,36.49,13.3,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
T016782,C5207,7.64,2025-01-23 20:04:30,40,0,2025-01-23 20:04:30,2025,1,23,20,4,3,0,0,2.1564,-0.9234,2,3,110.27,141.47,79.07,-102.63,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
T008186,C9365,27.57,2025-01-23 20:07:08,20,0,2025-01-23 20:07:08,2025,1,23,20,7,3,0,0,3.3524,-0.7237,0,1,27.57,27.57,27.57,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
T001590,C1711,117.91,2025-01-23 20:08:34,45,0,2025-01-23 20:08:34,2025,1,23,20,8,3,0,0,4.7784,0.1814,1,2,12.98,12.98,12.98,104.93,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
T002031,C4215,83.32,2025-01-23 20:09:14,8,0,2025-01-23 20:09:14,2025,1,23,20,9,3,0,0,4.4346,-0.1651,1,2,104.71,104.71,104.71,-21.39,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
T017236,C8339,24.31,2025-01-23 20:12:08,39,0,2025-01-23 20:12:08,2025,1,23,20,12,3,0,0,3.2312,-0.7564,1,2,39.9,39.9,39.9,-15.59,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
T011043,C8108,124.62,2025-01-23 20:15:20,25,0,2025-01-23 20:15:20,2025,1,23,20,15,3,0,0,4.8333,0.2487,1,2,14.39,14.39,14.39,110.23,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
T019638,C7114,52.01,2025-01-23 20:17:12,26,0,2025-01-23 20:17:12,2025,1,23,20,17,3,0,0,3.9705,-0.4789,0,1,52.01,52.01,52.01,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
T003819,C8493,64.88,2025-01-23 20:19:17,15,0,2025-01-23 20:19:17,2025,1,23,20,19,3,0,0,4.1878,-0.3499,2,3,97.49,98.74,96.24,-32.61,0,0,1,1,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
T014262,C5345,64.14,2025-01-23 20:20:18,28,0,2025-01-23 20:20:18,2025,1,23,20,20,3,0,0,4.1765,-0.3573,0,1,64.14,64.14,64.14,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
T015544,C5358,137.08,2025-01-23 20:25:39,15,0,2025-01-23 20:25:39,2025,1,23,20,25,3,0,0,4.9278,0.3735,0,1,137.08,137.08,137.08,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
T014179,C8246,29.82,2025-01-23 20:26:22,19,0,2025-01-23 20:26:22,2025,1,23,20,26,3,0,0,3.4282,-0.7012,0,1,29.82,29.82,29.82,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
T004205,C3301,65.1,2025-01-23 20:29:16,8,0,2025-01-23 20:29:16,2025,1,23,20,29,3,0,0,4.1912,-0.3477,0,1,65.1,65.1,65.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
T010300,C1468,242.18,2025-01-23 20:32:44,2,0,2025-01-23 20:32:44,2025,1,23,20,32,3,0,0,5.4938,1.4266,0,1,242.18,242.18,242.18,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
T010148,C6022,195.16,2025-01-23 20:34:10,15,0,2025-01-23 20:34:10,2025,1,23,20,34,3,0,0,5.2789,0.9555,0,1,195.16,195.16,195.16,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
T002903,C9984,53.88,2025-01-23 20:35:00,27,0,2025-01-23 20:35:00,2025,1,23,20,35,3,0,0,4.0051,-0.4601,0,1,53.88,53.88,53.88,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
T009960,C8202,88.69,2025-01-23 20:36:37,26,0,2025-01-23 20:36:37,2025,1,23,20,36,3,0,0,4.4964,-0.1113,0,1,88.69,88.69,88.69,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
T010364,C7436,0.21,2025-01-23 20:36:52,16,0,2025-01-23 20:36:52,2025,1,23,20,36,3,0,0,0.1906,-0.9979,0,1,0.21,0.21,0.21,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
T005218,C2682,25.92,2025-01-23 20:38:56,20,0,2025-01-23 20:38:56,2025,1,23,20,38,3,0,0,3.2929,-0.7403,2,3,105.745,118.95,92.54,-79.825,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
T004530,C2075,31.31,2025-01-23 20:41:44,8,0,2025-01-23 20:41:44,2025,1,23,20,41,3,0,0,3.4754,-0.6863,1,2,37.84,37.84,37.84,-6.53,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
T013715,C8484,23.76,2025-01-23 20:43:32,33,0,2025-01-23 20:43:32,2025,1,23,20,43,3,0,0,3.2092,-0.7619,1,2,155.57,155.57,155.57,-131.81,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
T012835,C6255,106.89,2025-01-23 20:44:01,34,0,2025-01-23 20:44:01,2025,1,23,20,44,3,0,0,4.6811,0.071,3,4,78.0167,204.1,6.55,28.8733,0,0,0,1,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
T019563,C6743,20.55,2025-01-23 20:44:12,6,0,2025-01-23 20:44:12,2025,1,23,20,44,3,0,0,3.0704,-0.7941,0,1,20.55,20.55,20.55,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
T019059,C2522,247.83,2025-01-23 20:44:49,29,0,2025-01-23 20:44:49,2025,1,23,20,44,3,0,0,5.5168,1.4832,1,2,241.83,241.83,241.83,6.0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
T003923,C6447,30.91,2025-01-23 20:45:40,9,0,2025-01-23 20:45:40,2025,1,23,20,45,3,0,0,3.4629,-0.6903,0,1,30.91,30.91,30.91,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
T015157,C4114,91.75,2025-01-23 20:47:32,1,0,2025-01-23 20:47:32,2025,1,23,20,47,3,0,0,4.5299,-0.0807,2,3,17.15,33.6,0.7,74.6,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
T003045,C8488,121.93,2025-01-23 20:50:18,30,0,2025-01-23 20:50:18,2025,1,23,20,50,3,0,0,4.8116,0.2217,1,2,16.5,16.5,16.5,105.43,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
T003499,C4886,133.72,2025-01-23 20:51:35,49,0,2025-01-23 20:51:35,2025,1,23,20,51,3,0,0,4.9032,0.3399,1,2,370.87,370.87,370.87,-237.15,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
T017858,C5233,52.21,2025-01-23 20:57:33,4,0,2025-01-23 20:57:33,2025,1,23,20,57,3,0,0,3.9742,-0.4769,0,1,52.21,52.21,52.21,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
T002468,C2889,64.54,2025-01-23 21:00:22,15,0,2025-01-23 21:00:22,2025,1,23,21,0,3,0,0,4.1827,-0.3533,1,2,250.34,250.34,250.34,-185.8,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T004800,C2874,13.22,2025-01-23 21:01:00,12,0,2025-01-23 21:01:00,2025,1,23,21,1,3,0,0,2.6546,-0.8675,1,2,11.13,11.13,11.13,2.09,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
T010923,C8313,2.57,2025-01-23 21:06:40,0,0,2025-01-23 21:06:40,2025,1,23,21,6,3,0,0,1.2726,-0.9742,0,1,2.57,2.57,2.57,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
T013337,C6061,37.11,2025-01-23 21:07:16,22,0,2025-01-23 21:07:16,2025,1,23,21,7,3,0,0,3.6405,-0.6282,2,3,90.015,92.89,87.14,-52.905,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T005596,C6839,43.89,2025-01-23 21:09:00,15,0,2025-01-23 21:09:00,2025,1,23,21,9,3,0,0,3.8042,-0.5602,1,2,110.22,110.22,110.22,-66.33,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
T011638,C7618,65.72,2025-01-23 21:12:18,39,1,2025-01-23 21:12:18,2025,1,23,21,12,3,0,0,4.2005,-0.3415,2,3,95.955,151.24,40.67,-30.235,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
T003877,C3273,211.47,2025-01-23 21:19:44,42,0,2025-01-23 21:19:44,2025,1,23,21,19,3,0,0,5.3588,1.1189,1,2,245.69,245.69,245.69,-34.22,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
T005580,C2785,4.08,2025-01-23 21:20:00,11,0,2025-01-23 21:20:00,2025,1,23,21,20,3,0,0,1.6253,-0.9591,2,3,34.62,43.78,25.46,-30.54,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
T017386,C9815,97.41,2025-01-23 21:20:20,6,0,2025-01-23 21:20:20,2025,1,23,21,20,3,0,0,4.5891,-0.024,2,3,103.48,169.95,37.01,-6.07,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
T014434,C7612,251.86,2025-01-23 21:20:42,21,0,2025-01-23 21:20:42,2025,1,23,21,20,3,0,0,5.5328,1.5236,0,1,251.86,251.86,251.86,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
T006492,C2302,52.9,2025-01-23 21:26:53,24,0,2025-01-23 21:26:53,2025,1,23,21,26,3,0,0,3.9871,-0.4699,2,3,22.99,38.96,7.02,29.91,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
T001951,C2896,24.92,2025-01-23 21:28:20,12,0,2025-01-23 21:28:20,2025,1,23,21,28,3,0,0,3.255,-0.7503,0,1,24.92,24.92,24.92,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
T007056,C5977,162.28,2025-01-23 21:31:23,23,0,2025-01-23 21:31:23,2025,1,23,21,31,3,0,0,5.0955,0.626,1,2,6.15,6.15,6.15,156.13,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
T013264,C1021,87.03,2025-01-23 21:32:35,4,0,2025-01-23 21:32:35,2025,1,23,21,32,3,0,0,4.4777,-0.128,1,2,22.88,22.88,22.88,64.15,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
T011079,C8534,171.02,2025-01-23 21:33:01,48,0,2025-01-23 21:33:01,2025,1,23,21,33,3,0,0,5.1476,0.7136,0,1,171.02,171.02,171.02,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
T001396,C8262,56.37,2025-01-23 21:36:05,46,1,2025-01-23 21:36:05,2025,1,23,21,36,3,0,0,4.0495,-0.4352,1,2,53.82,53.82,53.82,2.55,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
T010347,C6680,262.31,2025-01-23 21:36:19,28,0,2025-01-23 21:36:19,2025,1,23,21,36,3,0,0,5.5733,1.6283,0,1,262.31,262.31,262.31,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
T009022,C4706,66.36,2025-01-23 21:37:02,32,0,2025-01-23 21:37:02,2025,1,23,21,37,3,0,0,4.2101,-0.3351,0,1,66.36,66.36,66.36,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
T005404,C7093,42.78,2025-01-23 21:40:35,27,0,2025-01-23 21:40:35,2025,1,23,21,40,3,0,0,3.7792,-0.5713,0,1,42.78,42.78,42.78,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
T008560,C9757,18.7,2025-01-23 21:40:35,22,0,2025-01-23 21:40:35,2025,1,23,21,40,3,0,0,2.9806,-0.8126,0,1,18.7,18.7,18.7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
T014748,C1813,11.16,2025-01-23 21:40:48,10,0,2025-01-23 21:40:48,2025,1,23,21,40,3,0,0,2.4982,-0.8882,0,1,11.16,11.16,11.16,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
T009188,C6551,307.74,2025-01-23 21:42:33,5,0,2025-01-23 21:42:33,2025,1,23,21,42,3,0,0,5.7325,2.0835,0,1,307.74,307.74,307.74,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
T003321,C6018,6.88,2025-01-23 21:43:30,4,0,2025-01-23 21:43:30,2025,1,23,21,43,3,0,0,2.0643,-0.9311,2,3,32.08,33.47,30.69,-25.2,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
T017518,C6781,269.74,2025-01-23 21:43:44,45,0,2025-01-23 21:43:44,2025,1,23,21,43,3,0,0,5.6012,1.7028,2,3,196.43,292.09,100.77,73.31,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
T016563,C9401,71.28,2025-01-23 21:46:48,29,0,2025-01-23 21:46:48,2025,1,23,21,46,3,0,0,4.2805,-0.2858,1,2,24.73,24.73,24.73,46.55,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
T012851,C9030,52.9,2025-01-23 21:48:48,37,0,2025-01-23 21:48:48,2025,1,23,21,48,3,0,0,3.9871,-0.4699,1,2,44.62,44.62,44.62,8.28,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
T019764,C5571,39.56,2025-01-23 21:52:09,30,0,2025-01-23 21:52:09,2025,1,23,21,52,3,0,0,3.7028,-0.6036,1,2,134.0,134.0,134.0,-94.44,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
T010467,C6028,44.71,2025-01-23 21:59:58,31,0,2025-01-23 21:59:58,2025,1,23,21,59,3,0,0,3.8223,-0.552,2,3,36.37,68.83,3.91,8.34,0,0,1,1,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
T000488,C7106,300.4,2025-01-23 22:01:10,41,0,2025-01-23 22:01:10,2025,1,23,22,1,3,0,1,5.7084,2.01,1,2,67.04,67.04,67.04,233.36,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
T006300,C7275,152.75,2025-01-23 22:01:19,21,0,2025-01-23 22:01:19,2025,1,23,22,1,3,0,1,5.0353,0.5305,2,3,110.34,176.86,43.82,42.41,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
T015198,C1966,22.59,2025-01-23 22:09:33,36,0,2025-01-23 22:09:33,2025,1,23,22,9,3,0,1,3.1608,-0.7736,2,3,101.345,198.06,4.63,-78.755,0,0,0,1,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
T003373,C2896,108.46,2025-01-23 22:10:38,35,0,2025-01-23 22:10:38,2025,1,23,22,10,3,0,1,4.6956,0.0868,1,2,24.92,24.92,24.92,83.54,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
T004574,C5078,142.71,2025-01-23 22:14:00,0,0,2025-01-23 22:14:00,2025,1,23,22,14,3,0,1,4.9678,0.4299,0,1,142.71,142.71,142.71,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
T017369,C7625,24.52,2025-01-23 22:16:05,13,0,2025-01-23 22:16:05,2025,1,23,22,16,3,0,1,3.2395,-0.7543,2,3,11.26,17.03,5.49,13.26,0,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
T001209,C7842,585.15,2025-01-23 22:18:48,27,0,2025-01-23 22:18:48,2025,1,23,22,18,3,0,1,6.3736,4.8631,1,2,72.19,72.19,72.19,512.96,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
T000971,C7268,276.19,2025-01-23 22:19:58,48,0,2025-01-23 22:19:58,2025,1,23,22,19,3,0,1,5.6247,1.7674,1,2,10.74,10.74,10.74,265.45,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
T012484,C1658,134.26,2025-01-23 22:22:17,0,0,2025-01-23 22:22:17,2025,1,23,22,22,3,0,1,4.9072,0.3453,0,1,134.26,134.26,134.26,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
T015742,C1706,249.85,2025-01-23 22:23:00,34,0,2025-01-23 22:23:00,2025,1,23,22,23,3,0,1,5.5249,1.5035,2,3,166.765,300.5,33.03,83.085,0,0,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
T013577,C9886,65.76,2025-01-23 22:26:29,8,0,2025-01-23 22:26:29,2025,1,23,22,26,3,0,1,4.2011,-0.3411,1,2,41.27,41.27,41.27,24.49,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
T013957,C9882,51.4,2025-01-23 22:27:57,1,0,2025-01-23 22:27:57,2025,1,23,22,27,3,0,1,3.9589,-0.485,0,1,51.4,51.4,51.4,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
T000690,C6427,39.11,2025-01-23 22:28:50,37,0,2025-01-23 22:28:50,2025,1,23,22,28,3,0,1,3.6916,-0.6081,0,1,39.11,39.11,39.11,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
T011963,C1552,21.84,2025-01-23 22:31:23,36,0,2025-01-23 22:31:23,2025,1,23,22,31,3,0,1,3.1285,-0.7812,1,2,35.48,35.48,35.48,-13.64,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
T019654,C3042,76.55,2025-01-23 22:35:14,45,0,2025-01-23 22:35:14,2025,1,23,22,35,3,0,1,4.3509,-0.233,2,3,46.54,52.19,40.89,30.01,0,0,0,1,1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
T012199,C6729,113.79,2025-01-23 22:37:40,14,0,2025-01-23 22:37:40,2025,1,23,22,37,3,0,1,4.7431,0.1402,1,2,313.73,313.73,313.73,-199.94,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
T011841,C3941,90.05,2025-01-23 22:37:45,41,0,2025-01-23 22:37:45,2025,1,23,22,37,3,0,1,4.5114,-0.0977,0,1,90.05,90.05,90.05,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
